종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"049770","동원F&B","KOSPI",,"46400","1400","3.11","46250","46750","44600","31613","1444676125","895316768000","19295620"
"013120","동원개발","KOSDAQ","우량기업부","2945","-50","-1.67","2995","3005","2890","200366","584533174","267429854500","90808100"
"018500","동원금속","KOSPI",,"1434","59","4.29","1394","1448","1385","712635","1010720891","67046573922","46754933"
"006040","동원산업","KOSPI",,"52700","1800","3.54","53300","55400","50000","110537","5763703000","2088189226800","39624084"
"030720","동원수산","KOSPI",,"6010","-50","-0.83","6030","6140","5830","10248","61187320","27969368050","4653805"
"014820","동원시스템즈","KOSPI",,"31950","-50","-0.16","31800","32200","31400","14383","455157325","926271459900","28991282"
"014825","동원시스템즈우","KOSPI",,"18290","-20","-0.11","18310","18310","18290","33","604190","4830590190","264111"
"111380","동인기연","KOSPI",,"15990","-20","-0.12","16010","16090","15850","6563","105006235","97986720000","6128000"
"163560","동일고무벨트","KOSPI",,"7460","-60","-0.80","7460","7540","7380","34311","255327045","103694000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","8320","80","0.97","8330","8330","8160","134","1099260","75712000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","10830","-20","-0.18","10810","10830","10740","359","3870460","44604383850","4118595"
"004890","동일산업","KOSPI",,"44500","-300","-0.67","44950","45100","44250","2126","94571600","107922067500","2425215"
"023790","동일스틸럭스","KOSDAQ","중견기업부","873","18","2.11","860","883","854","29156","25095723","18488314557","21177909"
"002690","동일제강","KOSPI",,"1624","2","0.12","1622","1630","1609","4007","6470982","32967784640","20300360"
"005290","동진쎄미켐","KOSDAQ","우량기업부","31850","-500","-1.55","32250","32450","31800","271176","8684194875","1637551633900","51414494"
"025900","동화기업","KOSDAQ GLOBAL","중견기업부","8620","170","2.01","8550","8640","8380","59398","505418890","435803796700","50557285"
"000020","동화약품","KOSPI",,"6740","-60","-0.88","6800","6800","6670","39849","267764690","188258107800","27931470"
"000150","두산","KOSPI",,"563000","-42000","-6.94","599000","599000","557000","310087","176817729000","9302919105000","16523835"
"000157","두산2우B","KOSPI",,"348000","-23500","-6.33","380000","380500","345500","8612","3055095000","310777224000","893038"
"454910","두산로보틱스","KOSPI",,"61600","-1600","-2.53","62500","63100","60000","314472","19343125550","3992910768000","64819980"
"241560","두산밥캣","KOSPI",,"56800","-1000","-1.73","57700","58200","55900","317222","17935792650","5444624492000","95856065"
"034020","두산에너빌리티","KOSPI",,"61000","-1500","-2.40","62300","63000","59500","9810995","598119576600","39074229906000","640561146"
"000155","두산우","KOSPI",,"327500","-21500","-6.16","349000","349000","318500","84057","27867236000","1308841305000","3996462"
"131970","두산테스나","KOSDAQ GLOBAL","우량기업부","25400","-400","-1.55","25600","25950","24900","95065","2395989075","490911845200","19327238"
"336260","두산퓨얼셀","KOSPI",,"22900","-650","-2.76","23500","23500","22500","276586","6320402575","1499806325400","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"5880","-90","-1.51","5970","5970","5810","49580","291438125","78581496000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"11020","-430","-3.76","11440","11440","10830","19521","214206330","32909026000","2986300"
"016740","두올","KOSPI",,"3345","-5","-0.15","3320","3370","3300","35087","116811295","104715171480","31304984"
"073190","듀오백","KOSDAQ","중견기업부","2145","25","1.18","2140","2145","2055","26815","56401135","25671445800","11968040"
"176750","듀켐바이오","KOSDAQ","기술성장기업부","10140","-100","-0.98","10180","10330","10040","13453","135958530","288535930800","28455220"
"030350","드래곤플라이","KOSDAQ","관리종목(소속부없음)","973","0","0.00","0","0","0","0","0","13503093562","13877794"
"203650","드림시큐리티","KOSDAQ","중견기업부","3675","-105","-2.78","3775","3775","3610","479409","1762834862","185976145950","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","3390","-80","-2.31","3450","3495","3300","231197","779187030","80679708360","23799324"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","1960","17","0.87","1943","1988","1882","230219","447874392","148218283080","75621573"
"362990","드림인사이트","KOSDAQ","벤처기업부","2110","15","0.72","2105","2125","2075","5841","12231865","35449211140","16800574"
"192650","드림텍","KOSPI",,"5930","-60","-1.00","6010","6030","5850","126367","746402000","408517943130","68890041"
"016670","디모아","KOSDAQ","중견기업부","5090","195","3.98","5000","5180","4910","18355","92917090","25153996140","4941846"
"187870","디바이스","KOSDAQ","우량기업부","11080","-120","-1.07","11230","11230","11080","2747","30499510","77965627720","7036609"
"489730","디비금융제13호스팩","KOSDAQ","SPAC(소속부없음)","2030","-5","-0.25","2030","2045","2030","3507","7120900","12853960000","6332000"
"024090","디씨엠","KOSPI",,"13760","-80","-0.58","13890","13890","13700","1417","19451740","156864000000","11400000"
"003160","디아이","KOSPI",,"14960","-240","-1.58","15280","15290","14790","203973","3050866990","423368000000","28300000"
"092200","디아이씨","KOSPI",,"4610","-35","-0.75","4645","4660","4570","236901","1090375534","179276303090","38888569"
"110990","디아이티","KOSDAQ","우량기업부","13030","-260","-1.96","13290","13400","12560","150495","1938113165","246267000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","5500","20","0.36","5570","5570","5440","3368","18458410","62290855000","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","1746","-29","-1.63","1766","1788","1719","350858","609730100","129230633484","74015254"
"347850","디앤디파마텍","KOSDAQ","기술성장기업부","122000","1600","1.33","124400","127800","117500","307192","37682213750","1320125278000","10820699"
"377190","디앤디플랫폼리츠","KOSPI",,"3175","10","0.32","3165","3180","3150","51871","163886712","280670000000","88400000"
"263720","디앤씨미디어","KOSDAQ","벤처기업부","17440","-660","-3.65","18100","18130","17400","27916","490316850","218426809120","12524473"
"376300","디어유","KOSDAQ","우량기업부","57500","-2700","-4.49","60900","61700","56500","390933","22633453400","1364958345000","23738406"
"109740","디에스케이","KOSDAQ","벤처기업부","7550","-240","-3.08","7900","7980","7530","93745","713503075","194113444500","25710390"
"031860","디에이치엑스컴퍼니","KOSDAQ","투자주의환기종목(소속부없음)","1027","-134","-11.54","1161","1179","950","465916","481854312","17635665567","17172021"
"196490","디에이테크놀로지","KOSDAQ","투자주의환기종목(소속부없음)","203","0","0.00","0","0","0","0","0","36245520080","178549360"
"066900","디에이피","KOSDAQ","중견기업부","2295","-30","-1.29","2390","2390","2280","25960","59790305","52198634385","22744503"
"092070","디엔에프","KOSDAQ","우량기업부","11990","100","0.84","11890","12050","11590","34926","411783710","138746577420","11571858"
"039840","디오","KOSDAQ","중견기업부","18690","120","0.65","18600","18770","18510","25124","468234800","268670376030","14375087"
"013570","디와이","KOSPI",,"4730","40","0.85","4740","4845","4665","121221","575048209","124491864090","26319633"
"024900","디와이덕양","KOSPI",,"2585","20","0.78","2565","2590","2515","79529","202925210","84180473300","32564980"
"219550","디와이디","KOSDAQ","관리종목(소속부없음)","536","-16","-2.90","558","558","524","489236","262059196","67052566056","125098071"
"310870","디와이씨","KOSDAQ","벤처기업부","1497","-14","-0.93","1511","1517","1491","31036","46605575","30968844687","20687271"
"210540","디와이파워","KOSPI",,"12990","-10","-0.08","13100","13110","12810","17543","226165015","143431786920","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","16080","-670","-4.00","16800","16820","16020","56497","918786000","172275090000","10713625"
"079810","디이엔티","KOSDAQ","우량기업부","6380","110","1.75","6320","6400","6120","122645","764377330","140539239720","22028094"
"113810","디젠스","KOSDAQ","중견기업부","1045","30","2.96","1015","1061","1007","351894","364131931","34096313295","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2420","20","0.83","2400","2445","2375","10587","25465085","21780000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","2197","-13","-0.59","2210","2230","2195","22994","50640551","28589899338","13013154"
"068930","디지털대성","KOSDAQ","우량기업부","7410","-20","-0.27","7480","7480","7350","17753","131110645","205074284220","27675342"
"033130","디지틀조선","KOSDAQ","중견기업부","1593","10","0.63","1592","1606","1576","193815","308682453","59124620331","37115267"
"105740","디케이락","KOSDAQ","우량기업부","8040","-90","-1.11","8130","8130","7920","56059","448072890","81754844520","10168513"
"263020","디케이앤디","KOSDAQ","벤처기업부","2830","-40","-1.39","2900","2900","2810","47151","133159390","41034521730","14499831"
"290550","디케이티","KOSDAQ","우량기업부","6380","-10","-0.16","6440","6440","6260","37282","235392630","127607847400","20001230"
"066670","디티씨","KOSDAQ","중견기업부","3105","-75","-2.36","3180","3185","3105","17107","53392772","58038405390","18691918"
"187220","디티앤씨","KOSDAQ","중견기업부","2850","-5","-0.18","2920","2920","2800","23896","67373860","33339359850","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","3875","-45","-1.15","3920","3935","3830","45291","175190560","49538496000","12784128"
"131180","딜리","KOSDAQ","벤처기업부","1053","-7","-0.66","1066","1066","1049","4262","4509457","30905550000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","6100","-160","-2.56","6290","6290","6000","127421","773909690","136897834800","22442268"
"223310","딥마인드","KOSDAQ","중견기업부","6110","160","2.69","6110","7000","5900","2066959","13316182305","139548581250","22839375"
"317120","라닉스","KOSDAQ","기술성장기업부","2265","307","15.68","1958","2440","1958","1492164","3405594488","21879900000","9660000"
"462510","라메디텍","KOSDAQ","기술성장기업부","7390","-200","-2.64","7640","7640","7370","30207","224368180","64817431350","8770965"
"042510","라온시큐어","KOSDAQ","벤처기업부","11590","-330","-2.77","11920","12030","11500","43165","501708675","129867966660","11205174"
"232680","라온테크","KOSDAQ","기술성장기업부","7370","-140","-1.86","7580","7580","7200","43728","318954915","92377304580","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","3820","-110","-2.80","3930","4050","3725","198305","752177850","115889471560","30337558"
"300120","라온피플","KOSDAQ","벤처기업부","4440","-65","-1.44","4595","4595","4270","49984","220087145","92618453280","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2300","40","1.77","2280","2305","2260","16038","36545280","82574048000","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2445","-85","-3.36","2565","2565","2415","177433","433928690","74793388635","30590343"
"214260","라파스","KOSDAQ","기술성장기업부","15890","-260","-1.61","16120","16170","15200","46055","716959015","141777937070","8922463"
"403360","라피치","KONEX","일반기업부","6960","0","0.00","0","0","0","0","0","24008199840","3449454"
"171010","램테크놀러지","KOSDAQ","벤처기업부","4535","70","1.57","4550","4575","4345","176929","782479845","64844840320","14298752"
"084650","랩지노믹스","KOSDAQ","우량기업부","2415","15","0.63","2400","2420","2340","509535","1209505962","179289575850","74239990"
"217500","러셀","KOSDAQ","벤처기업부","1725","-18","-1.03","1743","1743","1623","26546","45495479","54875700000","31812000"
"092590","럭스피아","KONEX","일반기업부","949","74","8.46","744","949","744","187","139333","6919252002","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","11770","-70","-0.59","11950","11950","11630","20667","242064615","196804074940","16720822"
"294140","레몬","KOSDAQ","중견기업부","3940","-20","-0.51","4060","4060","3895","29722","116516273","82740000000","21000000"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","12020","0","0.00","12050","12050","11730","13916","165136890","133605425200","11115260"
"228670","레이","KOSDAQ","벤처기업부","7360","-130","-1.74","7490","7490","7290","31019","228421235","114176070080","15513053"
"228850","레이언스","KOSDAQ","우량기업부","6750","-80","-1.17","6840","6900","6740","5257","35574170","111989344500","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","3100","-25","-0.80","3130","3175","3025","20574","62929695","27053613200","8726972"
"199550","레이저옵텍","KOSDAQ","벤처기업부","7880","-100","-1.25","8080","8080","7730","57001","446739025","96654433080","12265791"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","11830","-220","-1.83","12020","12060","11760","155716","1842827585","777592382840","65730548"
